pdpass,invnum_n,"dateincorporated",yearStartup
12784886,54376721,"2000-01-05",2000
12699701,54379751,"1999-10-06",1999
12099901,54403351,"1995-05-12",1995
12442591,54438161,"2001-03-01",2001
11876430,54457612,"1996-12-17",1996
11790671,54493611,"1993-06-25",1993
12169899,54501301,"1996-05-07",1996
12590642,54506072,"1992-06-08",1992
12409663,54515703,"1997-06-19",1997
12560350,54579511,"1995-12-26",1995
11604623,54596131,"1992-06-15",1992
12878399,54596131,"2000-04-12",2000
11684458,54599322,"1993-12-02",1993
11932296,54617112,"1992-05-20",1992
12923381,54647543,"1999-08-18",1999
12636276,54660674,"1992-09-11",1992
11782448,54672072,"1994-11-01",1994
12344647,54693291,"2000-01-05",2000
11986692,54712481,"1993-09-22",1993
11678473,54749141,"1992-04-15",1992
12810665,54753441,"2000-09-13",2000
12430254,54757721,"2000-06-19",2000
12812598,54780001,"1999-12-21",1999
11616680,54787392,"1989-11-14",1989
12652167,54810205,"1993-12-09",1993
13147014,54835661,"2001-03-22",2001
11589520,54849562,"1988-06-15",1988
13141137,54861761,"2003-01-27",2003
12587282,54898271,"1999-05-28",1999
11739323,54900283,"1993-12-23",1993
12854082,54916032,"2003-11-03",2003
13255563,54917931,"2004-09-16",2004
11599108,54991081,"1992-03-10",1992
11701576,55016982,"1994-08-12",1994
11750295,55019692,"1992-06-26",1992
21961298,55019692,"1992-06-26",1992
11934121,55022461,"1995-08-07",1995
11523803,55025581,"1990-12-11",1990
12926669,55028351,"2000-06-14",2000
11750295,55040032,"1992-06-26",1992
10554623,55053011,"1983-03-01",1983
11651617,55055794,"1992-09-01",1992
22495919,55062681,"1992-03-02",1992
12694826,55068441,"1995-05-05",1995
12551807,55082761,"1998-10-01",1998
12653338,55089374,"1997-08-26",1997
12344763,55109921,"1998-01-09",1998
12251962,55120072,"1998-10-16",1998
12707508,55140971,"1999-10-07",1999
12828098,55154684,"2000-09-18",2000
12115196,55155152,"1998-06-03",1998
12969290,55189502,"2002-08-13",2002
12073696,55198331,"1997-09-11",1997
12761119,55214911,"2000-10-05",2000
12533717,55228661,"2000-04-21",2000
12838858,55228661,"1999-01-28",1999
12147264,55260181,"1994-07-21",1994
13131936,55262853,"1998-08-21",1998
12677956,55265011,"1998-02-10",1998
11761762,55265271,"1994-02-16",1994
13178670,55280434,"2001-01-22",2001
12896955,55312212,"1998-10-16",1998
12826678,55317662,"1999-06-24",1999
12772859,55318662,"2001-08-08",2001
11955599,55369642,"1996-12-16",1996
13139723,55370392,"2000-06-23",2000
12441034,55397592,"2000-02-17",2000
13168109,55418643,"1996-08-19",1996
12417342,55460035,"1999-08-25",1999
12629549,55464485,"1998-07-24",1998
12054715,55496754,"1997-11-18",1997
12055281,55545001,"1997-01-16",1997
11939769,55572123,"1996-09-13",1996
12771756,55577351,"2000-03-07",2000
11660038,55600381,"1995-07-12",1995
12153901,55626172,"1996-04-08",1996
12825292,55683451,"2000-04-26",2000
12377163,55689122,"1997-06-25",1997
12032027,55713375,"1993-05-20",1993
12723382,55716561,"2001-10-10",2001
12143086,55717461,"1997-05-27",1997
11840343,55724731,"1994-08-24",1994
12079832,55823671,"1991-08-12",1991
22495919,55893511,"1992-03-02",1992
11848875,55903102,"1997-01-03",1997
12892323,55903703,"2002-01-14",2002
11991553,55915162,"1996-04-02",1996
12736488,55943411,"1998-10-29",1998
12071473,55956772,"1996-09-16",1996
11574463,55983201,"1992-03-18",1992
12638732,56024631,"1999-04-20",1999
13182655,56024631,"2003-04-24",2003
12243930,56038351,"1995-11-28",1995
12026419,56062421,"1997-12-04",1997
12651255,56074437,"1999-05-14",1999
13094843,56076912,"2000-12-19",2000
12802748,56113386,"2001-09-21",2001
13186063,56131611,"2002-04-17",2002
12747292,56161363,"2000-08-11",2000
12502901,56161791,"2000-10-25",2000
12372026,56170151,"1995-04-04",1995
12420520,56175412,"1998-02-23",1998
12677788,56193201,"2000-06-26",2000
12827732,56196721,"1998-11-16",1998
12234532,56197091,"1996-04-03",1996
12714953,56235082,"2000-01-19",2000
12451260,56278522,"1998-08-13",1998
11810797,56278852,"1996-05-07",1996
12027979,56286303,"1995-11-03",1995
12232984,56294131,"1999-02-16",1999
12968480,56300803,"2000-08-08",2000
12143036,56313371,"1995-04-12",1995
12143036,56313373,"1995-04-12",1995
12862056,56343421,"1998-02-18",1998
13209859,56343421,"2001-11-08",2001
13118804,56353884,"2003-03-28",2003
12877239,56355972,"1999-05-19",1999
12598875,56362981,"1998-09-11",1998
12629926,56380711,"2000-01-13",2000
12677595,56383713,"1997-09-11",1997
12795151,56412372,"2001-07-16",2001
12243633,56413621,"1994-02-15",1994
12788798,56433211,"2000-03-28",2000
11763315,56437662,"1993-11-10",1993
10459323,56437943,"1997-08-06",1997
11898395,56448371,"1994-03-21",1994
11746035,56460353,"1993-05-19",1993
12108047,56460353,"1998-06-15",1998
12369343,56510961,"1999-05-14",1999
13116704,56510961,"2002-04-23",2002
12304922,56542297,"1997-02-11",1997
12614211,56545091,"1997-07-29",1997
13081041,56549615,"2000-10-04",2000
12073696,56595433,"1997-09-11",1997
13177201,56628021,"2003-07-29",2003
13159070,56630984,"2003-10-14",2003
12827230,56631531,"1997-03-17",1997
11980692,56635181,"1986-06-06",1986
12770402,56679994,"2001-05-04",2001
12582551,56680494,"2000-09-22",2000
13192838,56687322,"2002-12-12",2002
12055408,56701692,"1998-04-01",1998
11914693,56705812,"1995-12-29",1995
11999917,56721732,"1996-10-17",1996
13027057,56724916,"2000-04-06",2000
12348940,56750651,"1997-08-13",1997
12949960,56751962,"2003-07-28",2003
12728145,56752911,"1999-11-24",1999
13115736,56752911,"2002-09-19",2002
12083265,56805511,"1996-10-11",1996
12966901,56816152,"1999-11-01",1999
12444323,56819403,"1998-02-09",1998
13222386,56846582,"2005-02-01",2005
11817733,56848511,"1995-08-02",1995
12178897,56849511,"1996-08-13",1996
11621907,56873032,"1994-12-13",1994
11790671,56906661,"1993-06-25",1993
11859918,56929507,"1994-04-27",1994
11921076,57029021,"1993-01-13",1993
12392310,57058041,"1996-10-29",1996
12741862,57077551,"1999-04-26",1999
12009492,57087802,"1993-12-06",1993
12423980,57106523,"1998-04-27",1998
12343757,57130131,"1998-05-20",1998
11966434,57174531,"1995-11-30",1995
12446025,57226183,"1998-06-22",1998
12807589,57243751,"2000-12-06",2000
12929655,57245564,"1996-05-09",1996
11108664,57281551,"1987-04-29",1987
12064802,57281551,"1995-08-15",1995
13192977,57297291,"2000-12-29",2000
11831832,57318321,"1997-05-12",1997
12775154,57321391,"1999-07-16",1999
12019447,57335444,"1995-01-24",1995
11588385,57343692,"1992-10-23",1992
12475338,57384362,"1998-05-27",1998
12159757,57386491,"1996-06-24",1996
11991705,57390131,"1995-06-08",1995
12048089,57403463,"1996-09-12",1996
13132443,57407661,"2003-07-14",2003
12377753,57469931,"1998-10-28",1998
22846891,57480571,"2002-10-30",2002
12681121,57486293,"1999-07-21",1999
12582221,57499682,"2000-10-25",2000
12052657,57500695,"1997-03-31",1997
12679859,57568802,"2000-03-01",2000
12102377,57607411,"1996-10-01",1996
12411280,57617221,"1997-11-14",1997
12999705,57624584,"1995-11-09",1995
11896354,57641644,"1997-05-02",1997
12642019,57643074,"2000-09-15",2000
12922786,57648304,"2000-03-03",2000
12917280,57661544,"2003-01-30",2003
12113102,57662214,"1996-01-12",1996
12358100,57662244,"1999-05-10",1999
12757914,57677023,"2000-04-20",2000
13106627,57686182,"2002-07-09",2002
12312392,57748024,"1998-10-21",1998
12312392,57748025,"1998-10-21",1998
12625695,57775811,"2000-06-23",2000
12869046,57780092,"1996-01-22",1996
12092175,57787001,"1998-04-09",1998
12333607,57812275,"1995-06-15",1995
11882822,57828223,"1995-06-08",1995
13083307,57874703,"2000-08-11",2000
12032210,57892442,"1993-09-13",1993
12455895,57901142,"1996-01-12",1996
12258005,57904231,"1995-11-03",1995
11890429,57904294,"1989-10-23",1989
12017905,57906521,"1996-09-30",1996
12999705,57921351,"1995-11-09",1995
12017835,57939803,"1995-01-27",1995
12275454,57964261,"1996-05-09",1996
12950362,57982232,"2001-08-21",2001
12180175,58004822,"1997-01-14",1997
12694195,58026024,"2001-05-21",2001
12694055,58053171,"2001-01-17",2001
12713047,58072491,"1997-05-01",1997
11907993,58079932,"1996-03-26",1996
12583548,58089192,"1999-09-23",1999
13226629,58130001,"2001-07-25",2001
12670965,58151892,"1999-02-02",1999
12972645,58153062,"2001-07-12",2001
13215910,58215691,"2003-01-02",2003
11875996,58225233,"1995-01-12",1995
12836799,58240944,"1998-06-29",1998
12151008,58273131,"1997-02-19",1997
13153470,58288434,"2002-03-12",2002
11948294,58350902,"1994-12-01",1994
12892419,58356332,"1995-06-28",1995
12623037,58358962,"1998-03-13",1998
12381787,58368672,"2000-04-10",2000
12545494,58384871,"2000-04-18",2000
11938919,58389194,"1995-04-03",1995
12973997,58452571,"1999-06-22",1999
12452313,58456523,"1996-06-03",1996
12888148,58476211,"2001-01-30",2001
12349616,58477161,"1996-07-16",1996
12786558,58512943,"1998-02-27",1998
12157833,58625174,"1995-05-05",1995
12577307,58655711,"2000-03-09",2000
12550431,58683383,"1998-04-20",1998
13242756,58688152,"2000-05-19",2000
12406605,58692703,"1995-09-19",1995
11969643,58696432,"1992-06-30",1992
12164771,58702201,"1996-02-01",1996
12164771,58702202,"1996-02-01",1996
12305243,58702203,"1999-06-29",1999
11970473,58704731,"1994-11-30",1994
13189208,58704731,"1999-03-09",1999
11971499,58714994,"1993-09-28",1993
13002921,58716973,"2000-03-16",2000
13005657,58719974,"2000-10-26",2000
12258005,58727123,"1995-11-03",1995
13056210,58750632,"1996-11-18",1996
13080025,58751304,"2002-05-31",2002
12895006,58770771,"2000-02-28",2000
12835130,58806204,"2003-03-04",2003
12177299,58823124,"1997-06-20",1997
12241330,58839411,"1999-11-19",1999
11984038,58840381,"1998-04-29",1998
12989259,58840381,"2001-06-25",2001
13239834,58843232,"1999-10-12",1999
10968867,58898912,"1987-07-13",1987
12879042,58899902,"1998-12-04",1998
12409375,58911592,"1998-11-04",1998
11991160,58911605,"1996-02-23",1996
12417236,59033711,"1998-12-23",1998
12720712,59047782,"2000-06-19",2000
12104808,59102873,"1996-01-22",1996
12638087,59123133,"2001-06-08",2001
12855822,59138892,"2000-08-15",2000
12901865,59146661,"2000-03-06",2000
12922747,59150511,"1999-06-01",1999
12813580,59228981,"1999-12-21",1999
12698953,59233446,"2000-01-10",2000
12315865,59237451,"1999-04-22",1999
12878980,59238463,"1998-04-02",1998
12732028,59275891,"2002-02-21",2002
12803907,59303232,"2000-11-13",2000
12936465,59334144,"2001-06-21",2001
12968400,59371941,"2000-02-16",2000
13002921,59389041,"2000-03-16",2000
12199798,59389792,"1997-07-21",1997
12747426,59407472,"2001-05-07",2001
12522048,59418493,"1999-01-19",1999
12617513,59418493,"2000-06-22",2000
12786799,59420031,"2000-06-14",2000
11588385,59430641,"1992-10-23",1992
12492668,59447811,"1999-05-21",1999
13023369,59459883,"2001-10-16",2001
12846396,59514661,"1998-02-26",1998
13165566,59535346,"1999-12-27",1999
12391166,59553511,"1997-10-07",1997
12596856,59567161,"1998-08-20",1998
12661881,59603101,"2000-03-07",2000
12966536,59613402,"2000-08-07",2000
12061603,59616031,"1996-11-20",1996
13160685,59654571,"2003-04-04",2003
12708836,59698361,"2001-04-24",2001
13154538,59742092,"2002-07-23",2002
13082999,59753391,"2001-08-14",2001
13005484,59761202,"2002-10-04",2002
12663023,59795222,"1999-06-21",1999
12477504,59830821,"2001-01-23",2001
12619581,59845081,"2001-06-11",2001
12104808,59852142,"1996-01-22",1996
12814977,59863577,"2000-02-17",2000
13080813,59865752,"2002-03-18",2002
12287800,59902892,"1996-12-16",1996
12467594,59904412,"2001-04-02",2001
12745192,59975003,"1998-04-13",1998
12518578,59993403,"2000-04-12",2000
12133224,59999031,"1996-01-19",1996
13158904,60023943,"2001-09-24",2001
12904077,60038024,"2000-06-15",2000
12733548,60062722,"1998-10-15",1998
12241682,60115481,"1997-05-29",1997
12133224,60144642,"1996-01-19",1996
12218577,60156401,"1996-10-02",1996
12973997,60164782,"1999-06-22",1999
13020588,60165422,"2000-08-31",2000
12692625,60197921,"2001-02-21",2001
12583548,60209852,"1999-09-23",1999
12593502,60209881,"2000-06-13",2000
12524627,60234722,"1996-12-13",1996
12431564,60281036,"1996-01-10",1996
12129129,60291292,"1996-10-08",1996
12542637,60346861,"2000-03-27",2000
12652574,60347335,"1999-03-01",1999
13092810,60368761,"2002-06-11",2002
12266367,60436902,"1997-06-27",1997
13180355,60443851,"2000-11-01",2000
12827732,60552251,"1998-11-16",1998
13025499,60584161,"2000-10-20",2000
12741940,60604331,"2000-03-15",2000
12790176,60609492,"1999-12-20",1999
12820476,60637313,"1997-11-12",1997
12761278,60645073,"2000-04-06",2000
12965595,60676033,"2000-08-25",2000
13239537,60701372,"2002-03-22",2002
13216665,60755462,"2000-11-28",2000
12063620,60757843,"1994-06-02",1994
12747426,60757843,"2001-05-07",2001
12832238,60773111,"1998-04-28",1998
12354595,60815433,"1997-12-09",1997
12700587,60822081,"2000-08-31",2000
12692892,60837291,"1998-09-01",1998
12901089,60844713,"2000-09-25",2000
13189208,60920533,"1999-03-09",1999
12717990,60920701,"2000-01-05",2000
12549719,60921543,"2000-05-17",2000
13051715,60942871,"2002-02-15",2002
13108551,60974881,"2003-02-19",2003
12771670,61012411,"2000-06-20",2000
12630823,61017403,"2000-03-10",2000
12685760,61029073,"1997-10-01",1997
12219164,61191641,"1997-10-01",1997
12978850,61244621,"2001-06-18",2001
12309003,61286234,"1996-11-12",1996
12504952,61342591,"1998-01-05",1998
12818082,61376197,"2000-11-29",2000
12582221,61395434,"2000-10-25",2000
13051646,61468371,"1999-12-28",1999
12841562,61479972,"1999-05-27",1999
13230869,61483775,"2001-12-03",2001
13046210,61504295,"2000-10-06",2000
12939491,61514283,"2000-02-25",2000
12179020,61548392,"1995-09-19",1995
12286965,61665731,"1998-05-20",1998
12780601,61672512,"1999-01-05",1999
12868828,61683191,"2000-05-12",2000
12771670,61732791,"2000-06-20",2000
11765140,61740111,"1996-02-07",1996
12708836,61753211,"2001-04-24",2001
13073490,61855984,"1999-05-03",1999
12788861,61903932,"1998-09-24",1998
12438215,61961403,"1998-05-20",1998
12779476,62041741,"2000-12-21",2000
12935203,62104291,"1998-04-09",1998
12928281,62111397,"1999-09-30",1999
12426615,62115162,"1996-08-09",1996
12642740,62173512,"2000-04-28",2000
12330006,62300061,"1998-05-14",1998
12333600,62336009,"1996-06-17",1996
13211285,62336781,"2001-01-10",2001
12714586,62401091,"2000-08-11",2000
12521432,62401682,"1998-01-05",1998
13106864,62416663,"2003-04-25",2003
13012208,62438471,"2001-01-30",2001
12345026,62450262,"1999-08-23",1999
12857739,62464031,"1998-02-25",1998
12711947,62471632,"1999-10-06",1999
12919512,62506881,"2003-02-03",2003
12761278,62559021,"2000-04-06",2000
13083851,62582691,"2003-05-29",2003
12888171,62592371,"2000-08-30",2000
13220226,62599433,"2002-12-09",2002
12800196,62625151,"2000-06-23",2000
12450041,62657272,"1998-12-11",1998
12698953,62674711,"2000-01-10",2000
12972645,62743233,"2001-07-12",2001
12526656,62750723,"1998-09-30",1998
12379001,62790011,"1997-03-07",1997
13169308,62790094,"2002-08-26",2002
12624317,62803982,"1999-07-15",1999
12927946,62807633,"2002-04-10",2002
13070509,62826933,"2000-12-20",2000
12820476,62849462,"1997-11-12",1997
12644780,62943791,"2000-03-06",2000
12649208,63042626,"2001-05-03",2001
13034508,63106452,"2001-04-20",2001
12597856,63290911,"2001-02-21",2001
12794450,63321984,"1999-07-01",1999
13014244,63335083,"2003-07-08",2003
12979970,63442226,"1999-08-27",1999
12717557,63486794,"2001-09-19",2001
12951812,63490042,"2001-01-16",2001
12450041,63500412,"1998-12-11",1998
12678183,63518401,"1996-03-22",1996
12466402,63534973,"2000-08-30",2000
12843830,63557461,"2001-07-20",2001
12518578,63564003,"2000-04-12",2000
12961824,63597962,"2001-08-17",2001
12628827,63624952,"1999-05-26",1999
12701026,63742702,"1999-09-30",1999
12515074,63753651,"2000-03-06",2000
12537902,63753651,"1998-10-27",1998
13228893,63796981,"2003-03-05",2003
12704101,63827932,"2000-03-07",2000
12679859,63842492,"2000-03-01",2000
12786774,63884712,"2000-10-03",2000
13065313,64002652,"2003-09-23",2003
12693860,64076803,"2000-02-08",2000
12511892,64118921,"1999-02-22",1999
12790585,64131031,"2000-11-06",2000
12966901,64136456,"1999-11-01",1999
12441034,64147883,"2000-02-17",2000
12837914,64213801,"2000-05-19",2000
13036653,64322363,"2001-03-30",2001
12992222,64385833,"1999-12-27",1999
13184832,64400962,"2003-06-09",2003
12568155,64681557,"2000-02-23",2000
12424517,64775592,"1999-08-13",1999
13025470,64801941,"2000-01-14",2000
12818093,64903931,"2000-08-29",2000
12897885,64925942,"2001-04-05",2001
13167155,64955142,"2002-06-18",2002
13084902,64985496,"2002-04-09",2002
12966536,65010153,"2000-08-07",2000
13230576,65018091,"2001-01-31",2001
12802748,65088043,"2001-09-21",2001
12728145,65097772,"1999-11-24",1999
12557061,65105097,"1999-09-09",1999
12463082,65105242,"1992-01-06",1992
12767649,65127871,"2000-11-17",2000
12349616,65156732,"1996-07-16",1996
12724924,65164365,"2000-07-07",2000
12800697,65293183,"2000-07-17",2000
12505219,65322321,"1997-03-21",1997
12652889,65383005,"1999-07-22",1999
12899120,65412117,"2001-01-29",2001
12723186,65534343,"2000-04-07",2000
12385989,65641929,"1996-09-17",1996
12261103,65678463,"1996-11-26",1996
12824750,65741941,"1999-11-29",1999
12792126,65755732,"2000-10-12",2000
13195916,65801772,"2002-04-03",2002
12903205,65826622,"1999-04-30",1999
12997247,65832302,"2001-09-26",2001
11938919,65872172,"1995-04-03",1995
13203064,65942342,"2003-01-16",2003
12692625,65959983,"2001-02-21",2001
13092609,65976833,"2000-06-30",2000
13098987,66004753,"2002-09-16",2002
12967367,66031932,"2003-07-03",2003
12706850,66068501,"2000-02-02",2000
12668351,66079005,"2001-03-26",2001
12717060,66110022,"1999-03-01",1999
13189208,66218921,"1999-03-09",1999
12882389,66255912,"2000-10-03",2000
13106627,66256311,"2002-07-09",2002
13098987,66287152,"2002-09-16",2002
12397666,66682751,"1999-09-27",1999
12774403,66744032,"2001-02-28",2001
13057067,66782413,"2002-02-11",2002
12835179,66782831,"2000-06-15",2000
12895597,66874253,"2001-07-26",2001
12787495,66874952,"2001-02-21",2001
13161417,66912681,"2004-04-05",2004
13123268,66935712,"2002-04-18",2002
12898691,66997951,"2001-10-15",2001
12821291,67212914,"1996-08-14",1996
12962609,67289591,"2001-07-12",2001
13240730,67413592,"2003-12-29",2003
22846891,67468911,"2002-10-30",2002
13188846,67517761,"2003-08-14",2003
12794358,67547063,"1999-10-12",1999
12596856,67633881,"1998-08-20",1998
12725598,67715163,"2001-05-22",2001
12878980,67789801,"1998-04-02",1998
12589688,67814451,"1999-09-13",1999
12888103,67814451,"2001-03-30",2001
12885436,67854366,"2000-04-24",2000
11049390,67919478,"1989-03-22",1989
13109421,68010521,"2005-06-23",2005
12660606,68019382,"1998-01-08",1998
12923340,68233401,"2000-06-09",2000
12888847,68319381,"2001-05-31",2001
13177464,68487411,"2005-10-03",2005
13162447,68516041,"1999-11-01",1999
13074421,68666391,"2000-11-16",2000
13183987,68725742,"2001-12-12",2001
12838858,68860892,"1999-01-28",1999
12888847,68877733,"2001-05-31",2001
13154949,68950881,"2000-02-04",2000
12790585,69009843,"2000-11-06",2000
13017960,69179600,"2000-03-01",2000
12785620,69419509,"2000-06-01",2000
13230576,69756742,"2001-01-31",2001
13195916,69757852,"2002-04-03",2002
12927946,70153491,"2002-04-10",2002
13153470,70244281,"2002-03-12",2002
12929139,70919571,"1999-12-15",1999
12960122,71174950,"2001-11-30",2001
13217551,71175511,"2004-04-28",2004
12509102,72856401,"1997-09-29",1997
13085920,76443648,"2002-07-15",2002
11174855,76911208,"1986-09-22",1986
12600190,76911208,"1997-09-29",1997
12181788,534763210,"1999-05-03",1999
